experiment,sweep_id,repeat_index,M,N,K,iters,flops,dtype,locality,operand_dist_a,operand_dist_b,util_frac,energy_j,duration_s,mean_power_w,meter_method,r_j_per_flop,gpu_name,gpu_uuid,driver_version,cuda_version,torch_version,persistence_mode,sm_clock_mhz,mem_clock_mhz,power_limit_w,temperature_c,throttled,throttle_reasons,clocks_locked,timestamp_utc
3,016bc12dea38,2,8192,8192,8192,65,571746046443520,fp16,dram,dense_random,dense_random,0.5,1272.752,4.06424815999344,313.15804298772304,nvml_energy_counter,2.226079232059419e-12,NVIDIA A100-SXM4-80GB,GPU-dffa343b-4544-b7b6-4b97-d1ec23edab0a,595.71.05,13020,2.5.1+cu124,True,1410,1593,500.0,53.0,False,0,False,2026-06-18T02:36:09.848901+00:00
3,016bc12dea38,3,8192,8192,8192,65,571746046443520,fp16,dram,dense_random,dense_random,0.5,1286.397,4.0644899609615095,316.49653766045606,nvml_energy_counter,2.249944722839595e-12,NVIDIA A100-SXM4-80GB,GPU-dffa343b-4544-b7b6-4b97-d1ec23edab0a,595.71.05,13020,2.5.1+cu124,True,1410,1593,500.0,53.0,False,0,False,2026-06-18T02:36:09.848901+00:00
3,016bc12dea38,0,8192,8192,8192,32,281474976710656,fp16,dram,dense_random,dense_random,0.25,802.566,4.004118527984247,200.43512558156658,nvml_energy_counter,2.851287206340203e-12,NVIDIA A100-SXM4-80GB,GPU-dffa343b-4544-b7b6-4b97-d1ec23edab0a,595.71.05,13020,2.5.1+cu124,True,1410,1593,500.0,46.0,False,0,False,2026-06-18T02:36:41.972972+00:00
3,016bc12dea38,1,8192,8192,8192,32,281474976710656,fp16,dram,dense_random,dense_random,0.25,809.377,4.005821693048347,202.05018146578584,nvml_energy_counter,2.875484739206513e-12,NVIDIA A100-SXM4-80GB,GPU-dffa343b-4544-b7b6-4b97-d1ec23edab0a,595.71.05,13020,2.5.1+cu124,True,1410,1593,500.0,46.0,False,0,False,2026-06-18T02:36:41.972972+00:00
3,016bc12dea38,2,8192,8192,8192,32,281474976710656,fp16,dram,dense_random,dense_random,0.25,815.276,4.003558766969945,203.63782510854304,nvml_energy_counter,2.896442197197757e-12,NVIDIA A100-SXM4-80GB,GPU-dffa343b-4544-b7b6-4b97-d1ec23edab0a,595.71.05,13020,2.5.1+cu124,True,1410,1593,500.0,46.0,False,0,False,2026-06-18T02:36:41.972972+00:00
3,016bc12dea38,3,8192,8192,8192,32,281474976710656,fp16,dram,dense_random,dense_random,0.25,816.95,4.005369680991862,203.96369500597413,nvml_energy_counter,2.9023894398960694e-12,NVIDIA A100-SXM4-80GB,GPU-dffa343b-4544-b7b6-4b97-d1ec23edab0a,595.71.05,13020,2.5.1+cu124,True,1410,1593,500.0,46.0,False,0,False,2026-06-18T02:36:41.972972+00:00
3,016bc12dea38,0,8192,8192,8192,0,0,fp16,dram,dense_random,dense_random,0.0,310.904,4.004106523003429,77.64628593516909,nvml_energy_counter,nan,NVIDIA A100-SXM4-80GB,GPU-dffa343b-4544-b7b6-4b97-d1ec23edab0a,595.71.05,13020,2.5.1+cu124,True,1275,1593,500.0,36.0,False,0,False,2026-06-18T02:37:14.086275+00:00
3,016bc12dea38,1,8192,8192,8192,0,0,fp16,dram,dense_random,dense_random,0.0,311.216,4.004341875959653,77.71963774332232,nvml_energy_counter,nan,NVIDIA A100-SXM4-80GB,GPU-dffa343b-4544-b7b6-4b97-d1ec23edab0a,595.71.05,13020,2.5.1+cu124,True,1275,1593,500.0,36.0,False,0,False,2026-06-18T02:37:14.086275+00:00
3,016bc12dea38,2,8192,8192,8192,0,0,fp16,dram,dense_random,dense_random,0.0,312.196,4.00440787099069,77.963087192405,nvml_energy_counter,nan,NVIDIA A100-SXM4-80GB,GPU-dffa343b-4544-b7b6-4b97-d1ec23edab0a,595.71.05,13020,2.5.1+cu124,True,1275,1593,500.0,36.0,False,0,False,2026-06-18T02:37:14.086275+00:00
3,016bc12dea38,3,8192,8192,8192,0,0,fp16,dram,dense_random,dense_random,0.0,312.419,4.004506933037192,78.01684582502342,nvml_energy_counter,nan,NVIDIA A100-SXM4-80GB,GPU-dffa343b-4544-b7b6-4b97-d1ec23edab0a,595.71.05,13020,2.5.1+cu124,True,1275,1593,500.0,36.0,False,0,False,2026-06-18T02:37:14.086275+00:00
